編號,品牌通路,品牌,系列中文名稱,系列英文名稱,中文品名,英文品名,中文簡介,英文簡介,用途,品項,功效,上市日期,規格,販售國家,停產國家,是否限量,產品別名,建立時間,修改時間,是否為口碑之星,是否在前台隱藏,精選文章數,是否上過首頁推薦,產品圖,圖1,圖2,圖3,圖4,圖5,
17227,專櫃,CLINIQUE 倩碧,智慧科研系列,,智慧科研四重修護日霜SPF15 PA++,Clinique Smart Broad Spectrum SPF 15 Custom-Repair Moisturizer,無油乳霜質地，蘊含抗UV功效，幫助提亮肌膚，修護肌膚已形成的損傷，並為肌膚補充水分，三種不同配方，適合不同膚質，一次解決肌膚細紋、乾燥、暗沉等各種困擾。,,保養品,"乳霜,","保濕,修護,改善細紋,抗空汙,防曬,",2016/10/1,"容量:50ml:NT2900:RM0,","TW, MY",,N,"CLINIQUE 智慧科研四重修護日霜,倩碧 智慧科研四重修護日霜,智慧科研四重修護日霜",2017/2/16,,N,N,,N,https://pic.pimg.tw/styleme/1488973212-3344138749.png,,,,,,
17230,專櫃,CLINIQUE 倩碧,智慧科研系列,,智慧科研四重修護晚霜,Clinique Smart Night Custom-Repair Moisturizer,無油乳霜質地，能明顯提亮肌膚，修護肌膚已形成的損傷，為肌膚補充水分，利用「智慧」技術，讓肌膚在睡醒後看起來更緊緻明亮、更光滑，並能有效減少細紋與皺紋，解決膚色不均、肌膚鬆弛等困擾。,,保養品,"乳霜,","保濕,緊實,抗皺,修護,改善細紋,收斂毛孔,均勻膚色,平滑膚觸,",2016/10/1,"容量:50ml:NT2900:RM0,","TW, MY",,N,"CLINIQUE 智慧科研四重修護晚霜,倩碧 智慧科研四重修護晚霜,智慧科研四重修護晚霜",2017/2/16,,N,N,,N,https://pic.pimg.tw/styleme/1488973222-1834455882.png,,,,,,
17233,專櫃,CLINIQUE 倩碧,水磁場系列,,水磁場保濕修護霜,Moisture Surge Melting Mask Balm,優異的保濕鎖水效果，可集中修復舒緩肌荒問題，蘊含三種濃縮的植物油，能有效協助滋潤與緩解肌膚的乾燥部位，立即深層滋養乾燥的肌膚。,,保養品,"乳霜,","保濕,滋潤,修護,",2016/9/1,"容量:14ml:NT1400:RM0,","TW, MY",,N,"CLINIQUE 水磁場保濕修護霜,倩碧 水磁場保濕修護霜,水磁場保濕修護霜",2017/2/16,,N,N,,N,https://pic.pimg.tw/styleme/1488973146-1699442328.png,,,,,,
17236,專櫃,CLINIQUE 倩碧,粉底系列,,時尚抗菌零死角拋光粉底刷,Foundation Buff Brush,獨特豐厚圓頭刷型，上妝快速勻亮零死角，方便施力的長握柄設計，輕鬆延展推勻底妝，柔焦零毛孔，打造完美拋光底妝。,,美容工具,"彩妝工具,",,2017/2/1,"0:無:NT1100:RM0,","TW, MY",,N,"CLINIQUE 時尚抗菌零死角拋光粉底刷,倩碧 時尚抗菌零死角拋光粉底刷,時尚抗菌零死角拋光粉底刷",2017/2/16,,N,N,,N,https://pic.pimg.tw/styleme/1488973805-280548307.png,,,,,,
17239,專櫃,CLINIQUE 倩碧,唇彩系列,,紐約普普柔霧唇膏,Pop Matte Lip Colour Primer,乳霜般質地，滑順好上色卻不覺得厚重，高顯色唇膏包覆雙唇持久一整天，保濕打底配方能鎖住水分，使唇妝不乾澀、呈現光滑如絲絨般的柔霧妝效。,,彩妝品,"唇膏,","保濕,長效持妝,好上色,色彩飽和,",2016/10/1,"容量:3.4g:NT750:RM0,","TW, MY",,N,"CLINIQUE 紐約普普柔霧唇膏,倩碧 紐約普普柔霧唇膏,紐約普普柔霧唇膏",2017/2/16,,N,N,,N,https://pic.pimg.tw/styleme/1488973535-148907258.png,,,,,,
17242,專櫃,CLINIQUE 倩碧,唇彩系列,,紐約普普絲絨唇釉,Pop Liquid Matte Lip Colour Primer,添加酪梨油、葵花籽油和維他命E等護唇成分，上妝時如唇蜜般順滑，接觸雙唇後立即展現色澤極致飽和的絲絨妝效，完美修飾唇色與唇紋，持久顯色且不易脫妝。,,彩妝品,"唇膏,唇彩唇蜜,","長效持妝,顯色,好上色,色彩飽和,",2016/10/1,"容量:6ml:NT750:RM0,","TW, MY",,N,"CLINIQUE 紐約普普絲絨唇釉,倩碧 紐約普普絲絨唇釉,紐約普普絲絨唇釉",2017/2/16,,N,N,1,N,https://pic.pimg.tw/styleme/1488973643-4034277588.png,,,,,,
17245,專櫃網路,bonvivant,,,植物純淨面膜,Botanical mask pack,來自大自然的清新能量，萃取6款不同的植物精華，對應不同肌膚困擾，使用100%桉樹材質面膜紙，更加服貼溫和肌膚，也是丟棄時可自然分解的綠色環保面膜。共6款：茶樹淨化、莓果緊緻、蓮花水嫩、橄欖滋潤、艾蕎舒緩、青檸亮白。,,保養品,"保養面膜,","保濕,滋潤,溫和低刺激,",2016/12/16,"容量:1片:NT39:RM0,","TW, MY",,N,"bonvivant 植物純淨面膜,植物純淨面膜",2017/2/16,,N,Y,,N,https://pic.pimg.tw/styleme/1487255533-3121446732.png,,,,,,
17248,專櫃,CLINIQUE 倩碧,粉底系列,,超勻透音波震動粉撲,Sonic System Airbrushed Finish Liquid Foundation Sponge Head,極致柔軟有彈性的粉撲刷頭，能溫柔地將粉底均勻推抹於肌膚上，創造出如同噴霧上妝般的高畫素妝容，且適用倩碧全系列粉底液，可使毛孔全數隱形，精準上妝零死角，輕鬆刷出勻透無痕的完美妝容。,,美容工具,"彩妝工具,",,2016/10/1,"0:無:NT850:RM0,","TW, MY",,N,"CLINIQUE 超勻透音波震動粉撲,倩碧 超勻透音波震動粉撲,超勻透音波震動粉撲",2017/2/16,,N,N,,N,https://pic.pimg.tw/styleme/1488974939-1392379796.png,,,,,,
17251,專櫃,CLINIQUE 倩碧,粉底系列,,超完美偽妝粉餅SPF30 PA+++,Beyond Perfecting Powder Foundation Concealer SPF 30 PA+++,使用遮瑕膏打造而成的二合一粉餅，創造出不可思議的完美底妝妝效，12小時持久無瑕，卻自然不厚重，隨時隨地都完美出場。,,彩妝品,"粉餅,","長效持妝,遮瑕,薄透,好推勻,",2016/10/1,"容量:9g:NT1400:RM0,","TW, MY",,N,"CLINIQUE 超完美偽妝粉餅,倩碧 超完美偽妝粉餅,超完美偽妝粉餅",2017/2/16,,N,N,,N,https://pic.pimg.tw/styleme/1488975017-745088723.png,,,,,,
17254,專櫃,CLINIQUE 倩碧,卸妝系列,,紫晶唇眸淨妝筆,Take the Day Off Eye Makeup Remover Stick,細膩光滑的卸妝膏，可以輕鬆卸除厚重眼妝。需要改變造型時，也可以隨時隨地針對局部進行卸妝補妝，便利攜帶超實用。,,保養品,"眼唇卸妝,","卸妝,清潔,",2016/8/1,"容量:1.3g:NT750:RM0,","TW, MY",,N,"CLINIQUE 紫晶唇眸淨妝筆,倩碧 紫晶唇眸淨妝筆,紫晶唇眸淨妝筆",2017/2/16,,N,N,,N,https://pic.pimg.tw/styleme/1488975051-307815076.png,,,,,,
17257,開架,WHITE FORMULA 自白肌,臉部保養系列,,鳶尾花極潤彈力精華露,Iris Firming Moisturizing Toner,富含香根鳶尾花彈力精萃，有效恢復肌膚彈性並緊緻毛孔，搭配6效多功能玻尿酸保濕科技，層層釋放保濕因子，賦予肌膚高度水感以達撫平皺紋功效，再加上溫和去角質酵母結合左旋精胺酸，能輕柔促進角質更新，使肌膚透亮無瑕。,,保養品,"化妝水,","保濕,滋潤,緊實,修護,透亮,提升光澤,",2016/10/26,"容量:290ml:NT350:RM0,","TW, MY",,N,"WHITE FORMULA 鳶尾花極潤彈力精華露,自白肌 鳶尾花極潤彈力精華露,鳶尾花極潤彈力精華露",2017/2/16,,N,N,1,N,https://pic.pimg.tw/styleme/1489307596-3284695504.png,,,,,,
17266,網路,BeautyMaker,底妝系列,,網紅直播小臉修容棒,Contour Shading Stick,特殊柔紗凝膠粉體如絲緞布料細緻絲滑，推開後絲滑質地轉變成輕柔乾爽的粉體，配合三種保濕性成分：乳油木果油、玫瑰果油、角鯊烷，讓你感覺不到粉痕，呈現如混血兒般的精緻小巧立體臉型。,,彩妝品,"腮紅修容,","修正膚色,遮瑕,好推勻,",2016/11/22,"容量:6.5g:NT750:RM0,","TW, MY",,N,"BeautyMaker 網紅直播小臉修容棒,網紅直播小臉修容棒",2017/2/16,,N,N,1,N,https://pic.pimg.tw/styleme/1487256676-4002615414.jpg,,,,,,
17269,網路,BeautyMaker,底妝系列,,網紅直播打亮修容棒,Highlight Glow Stick,特殊柔紗凝膠粉體如絲緞布料細緻絲滑，推開後絲滑質地轉變成輕柔乾爽的粉體，配合三種保濕性成分：乳油木果油、玫瑰果油、角鯊烷，讓你感覺不到粉痕，呈現如混血兒般的精緻小巧立體臉型。,,彩妝品,"腮紅修容,","修正膚色,打亮,",2016/11/22,"容量:6.5g:NT750:RM0,","TW, MY",,N,"BeautyMaker 網紅直播打亮修容棒,網紅直播打亮修容棒",2017/2/16,,N,N,2,N,https://pic.pimg.tw/styleme/1487257137-1590220816.jpg,,,,,,
17272,開架網路,CLIO 珂莉奧,Kill Cover底妝系列,,親膚潤澤妝前乳,Moist Tone Up Primer,專為亞洲女性調色的豐潤細緻粉紅質地，能改善黯沉、提亮肌膚而不泛白，展現透明亮澤；無珠光配方輔以獨特煥采因子，擦出自然粉嫩如戀愛般的好氣色。,,彩妝品,"妝前打底,","保濕,潤色,修正膚色,均勻膚色,",2016/11/17,"容量:1入:NT460:RM0,","TW, MY",,N,"CLIO 親膚潤澤妝前乳,珂莉奧 親膚潤澤妝前乳,親膚潤澤妝前乳",2017/2/16,,N,N,,N,https://pic.pimg.tw/styleme/1487257681-1023844265.png,,,,,,
17275,開架網路,CLIO 珂莉奧,Kill Cover底妝系列,,柔膚毛孔隱形霜,Egg Pore Primer,特殊多孔性膚色乳霜質地，一抹幻為裸色，有效填補毛孔、細紋，讓粗糙肌膚變得光滑柔嫩，不但為肌膚打造一層保護膜，還能調和各式粉底液，更易推勻、柔嫩不卡粉，讓後續妝感更加亮麗。,,彩妝品,"遮瑕,","潤色,控油,修飾毛孔,遮瑕,",2016/11/17,"容量:1入:NT460:RM0,","TW, MY",,N,"CLIO 柔膚毛孔隱形霜,柔膚毛孔隱形霜,珂莉奧 柔膚毛孔隱形霜",2017/2/16,,N,N,,N,https://pic.pimg.tw/styleme/1487258022-1130695270.png,,,,,,
17278,專櫃,ETUDE HOUSE,琺瑯瓷眼唇系列,,琺瑯瓷 釉光潤澤唇膏,Dear My Blooming Lips Talk,充分保濕的瓷漆光澤感唇彩，添加保濕油，擁有飽滿顯色度，輕盈不黏膩，擦上立即服貼持久，維持整天動人光感。全系列共20色。,,彩妝品,"唇膏,","服貼,顯色,色彩飽和,",2016/11/10,"容量:3.4g:NT580:RM0,","TW, MY",,N,"ETUDE HOUSE 琺瑯瓷~釉光潤澤唇膏,琺瑯瓷~釉光潤澤唇膏",2017/2/17,,N,N,,N,https://pic.pimg.tw/styleme/1487310086-3889725346.png,,,,,,
17281,專櫃,ETUDE HOUSE,琺瑯瓷眼唇系列,,琺瑯瓷 釉光晶采眼影,Dear My Enamel Eyes Talk,濕潤柔軟的質地，擦拭立即服貼不暈染，賦予眼部長時間豐富層次的立體光感。全系列共12色。,,彩妝品,"眼影,","透亮,服貼,顯色,抗暈染,",2016/11/10,"容量:3g:NT320:RM0,","TW, MY",,N,"etude house 琺瑯瓷~釉光晶采眼影,琺瑯瓷~釉光晶采眼影",2017/2/17,,N,N,2,N,https://pic.pimg.tw/styleme/1487310933-1233074559.png,,,,,,
17284,通信販賣直銷,Marykay 玫琳凱,,,乳木果手部護理組,Satin Hands Pampering Set,全新乳木果滋養配方，加上紅花油、葵花油及維他命E，保濕滋潤、預防老化功效同時全面修護。先用乳木果滋養霜軟化角質，再用乳木果去角質凝膠去除老廢角質，最後擦上乳木果護手霜保護柔嫩肌膚。,,美體產品,"手部清潔,手部保養,","去角質,保濕,滋潤,香氛,",2016/12/1,"容量:3入:NT1680:RM0,","TW, MY",,N,"mary kay 乳木果手部護理組,乳木果手部護理組,玫琳凱 乳木果手部護理組",2017/2/17,,N,N,,N,https://pic.pimg.tw/styleme/1487311906-1446583458.png,,,,,,
17308,專櫃,IPSA 茵芙莎,活現誘色系列,,活現誘色臉彩盒,,,,彩妝品,"腮紅修容,","服貼,",2017/1/1,"容量:7.2g:NT1850:RM0,","TW, MY",,N,"IPSA 活現誘色臉彩盒,活現誘色臉彩盒,茵芙莎 活現誘色臉彩盒",2017/2/19,,N,Y,,N,https://pic.pimg.tw/styleme/1487469896-840960926.jpg,,,,,,
17311,專櫃,IPSA 茵芙莎,活現誘色系列,,活現誘色鏡光唇釉,,有別於一般唇彩所用的乾粉色料，IPSA創新採用結合粉末與液態染料的新配方，在唇蜜的基礎成分中，添加色彩鮮澤粉末，讓唇色綻放兼具純淨顯色度與自然透明感，呈現夢幻的3D立體釉光。,,彩妝品,"唇彩唇蜜,","顯色,好上色,",2017/1/1,"容量:6g:NT950:RM0,","TW, MY",,N,"IPSA 活現誘色鏡光唇釉,活現誘色鏡光唇釉,茵芙莎 活現誘色鏡光唇釉",2017/2/19,,N,Y,,N,https://pic.pimg.tw/styleme/1487470180-3162054965.jpg,,,,,,
17314,專櫃,IPSA 茵芙莎,活現誘色系列,,活現誘色濃纖睫毛膏,,捲翹濃密的睫毛，是許多女性打造眼妝的重點，IPSA全新推出的活現誘色濃纖睫毛膏著眼於三大重點，期望打造深邃且立體的眼妝。纖長延伸聚合物ＥＸ，讓睫毛根部紮實且濃密，加深雙眼的輪廓。液狀延伸皮膜劑，讓睫毛末端纖細延長，達到自有睫毛延伸的曲線。添加捲翹持久蠟，讓睫毛持久維持捲翹，並配合眼型而向外延伸。,,彩妝品,"睫毛膏,","纖長,捲翹,濃密,滋潤,",2017/1/1,"容量:6g:NT1050:RM0,","TW, MY",,N,"IPSA 活現誘色濃纖睫毛膏,活現誘色濃纖睫毛膏,茵芙莎 活現誘色濃纖睫毛膏",2017/2/19,,N,Y,,N,https://pic.pimg.tw/styleme/1487470290-2007865552.jpg,,,,,,
17317,專櫃,IPSA 茵芙莎,活現誘色系列,,活現誘色塑型睫毛膏,,美容界首見的「保養+塑型」睫毛膏，獨特迷你齒梳形刷頭，添加了山茶花油的透明藍光睫毛膏，均勻刷上每根睫毛，帶來立即的上揚、整形、保養、保護功效！是外出時，化妝包裡隨時用來補妝，打造最佳睫毛捲翹度的秘密武器。,,彩妝品,"睫毛膏,","捲翹,",2017/1/1,"容量:5g:NT950:RM0,","TW, MY",,N,"IPSA 活現誘色塑型睫毛膏,活現誘色塑型睫毛膏,茵芙莎 活現誘色塑型睫毛膏",2017/2/19,,N,Y,,N,https://pic.pimg.tw/styleme/1487470481-860448998.jpg,,,,,,
17320,專櫃,IPSA 茵芙莎,,,睫毛夜間精華霜,,IPSA在睫毛生長期，以最新技術的對應每個過程，研發出睫毛夜間精華霜，每晚只需要一點點時間、就能提昇睫毛存在感，讓睫毛濃密且纖長，提高整體素顏印象。睫毛的新陳代謝和頭髮、體毛一樣，都是經由一樣的週期在進行循環代謝，睫毛夜間精華霜則在睫毛的生長期，以三大技術創造出纖長、濃粗的睫毛。,,保養品,"乳霜,","滋潤,修護,",2017/1/1,"容量:10g:NT1000:RM0,","TW, MY",,N,"IPSA 睫毛夜間精華霜,睫毛夜間精華霜,茵芙莎 睫毛夜間精華霜",2017/2/19,,N,Y,,N,https://pic.pimg.tw/styleme/1487470559-4106096251.jpg,,,,,,
17323,專櫃,,2017 限量春妝系列-粉漾玫瑰,,粉漾玫瑰氣墊腮紅,Cushion Blush Subtil,"˙#02 粉漾玫瑰：優雅的粉紅玫瑰色調，從還帶有一絲涼意的清晨中甦醒，散發自然紅潤。有如盧森堡公園裡嬌嫩柔美的貴族少女赤足跑過沾滿晨露的草地，綻放唯美的春日氣息。
˙#024 玫瑰覆盆莓：絢爛的覆盆莓色調，甜美多汁的桃色果實，讓妳更搶眼鮮明。彷彿奧斯曼大道上優雅華美的洋娃娃，打造高調而不張狂的春日狂想。",,彩妝品,"腮紅修容,","薄透,好上色,",2017/1/1,"容量:7.5g:NT1200:RM0,","TW, MY",,N,"LANCOME 粉漾玫瑰氣墊腮紅,粉漾玫瑰氣墊腮紅,蘭蔻 粉漾玫瑰氣墊腮紅",2017/2/19,,N,Y,,N,https://pic.pimg.tw/styleme/1487470964-53408544.jpg,,,,,,
17326,專櫃,,2017 限量春妝系列-粉漾玫瑰,,粉漾玫瑰亮顏氣墊,Cushion Blush Subtil,輕輕拍彈，在臉頰上灑落一道和煦的春日陽光，溫暖奪目。它將巴黎的陽光折疊收入氣墊中，打造光澤熠熠的完美妝感，綻放巴黎女人立體搶眼光采。,,彩妝品,"氣墊粉餅,","薄透,珠光,好上色,",2017/1/1,"容量:7.5g:NT1200:RM0,","TW, MY",,N,"LANCOME 粉漾玫瑰亮顏氣墊,粉漾玫瑰亮顏氣墊,蘭蔻 粉漾玫瑰亮顏氣墊",2017/2/19,,N,Y,,N,https://pic.pimg.tw/styleme/1487471213-3083818485.jpg,,,,,,
17329,專櫃,,2017 限量春妝系列-粉漾玫瑰,,粉漾玫瑰亮顏氣墊粉盒,,以巴黎公寓的飾紋與蘭蔻獨一無二的玫瑰為靈感，蘭蔻推出2017春季限量【激光煥白粉盒—粉漾玫瑰限量版】，讓妳隨時隨地都擁有一小片巴黎浪漫唯美的靈魂，為妳鍾愛的氣墊粉餅捎來春天的氣息。,,美容工具,"彩妝工具,",,2017/1/1,,"TW, MY",,N,"LANCOME 粉漾玫瑰亮顏氣墊粉盒,粉漾玫瑰亮顏氣墊粉盒,蘭蔻 粉漾玫瑰亮顏氣墊粉盒",2017/2/19,,N,Y,,N,https://pic.pimg.tw/styleme/1487471364-904092950.jpg,,,,,,
17332,專櫃,,2017 限量春妝系列-粉漾玫瑰,,粉漾玫瑰氣墊唇筆,Parisian Lips Le Stylo,是甜美俏皮的雙頭唇筆，能讓妳完美描繪出「法式熱吻唇妝」——首先以乳霜狀質地的唇筆端，對唇部施以霧感色澤的親吻透亮感光澤；接著運用巧妙的超顯色氣墊唇筆端在唇腹上由內而外暈染，營造出剛剛被親吻過的俏皮魅力雙唇，立體而性感。,,彩妝品,"唇彩唇蜜,","好上色,色彩飽和,",2017/1/1,"容量:2X1.1g:NT1050:RM0,","TW, MY",,N,"LANCOME 粉漾玫瑰氣墊唇筆,粉漾玫瑰氣墊唇筆,蘭蔻 粉漾玫瑰氣墊唇筆",2017/2/19,,N,Y,,N,https://pic.pimg.tw/styleme/1487471435-1545026005.jpg,,,,,,
17335,專櫃,,2017 限量春妝系列-粉漾玫瑰,,粉漾玫瑰眼彩盤,La Palette La Rose,內含6色眼影與3色唇彩，彷彿注入巴黎女人自由隨性的不羈靈魂，讓妳恣意遊走於清新、柔美、亮麗與浪漫。6色玫瑰色調選，從浪漫唯美到清新鮮嫩，自由搭配。3種唇彩包含1款光感質地的唇彩與2款絲絨質地的唇彩。,,彩妝品,"眼影,","光澤,霧面,珠光,好上色,",2017/1/1,"容量:7X0.85g:NT2200:RM0,","TW, MY",,N,"LANCOME 粉漾玫瑰眼彩盤,粉漾玫瑰眼彩盤,蘭蔻 粉漾玫瑰眼彩盤",2017/2/19,,N,Y,,N,https://pic.pimg.tw/styleme/1489499474-569698565.jpg,,,,,,
17338,專櫃,,2017 限量春妝系列-粉漾玫瑰,,黑天鵝超精準眼線筆(限量版),,彎曲筆刷能旋轉至多35°，不論從任何角度都能順著眼型勾勒完美弧度，創造搶眼線條，雙眼立體有神。超彈力纖維刷毛搭配0.2mm 超細緻筆尖，能自由自在勾勒出不同的粗細線條從眼頭的細緻線條至眼線中段的飽滿，再延伸至眼尾上揚的完美弧線，一筆到位，大眼立現! #03 藍寶石  #04 耀眼桃  #05 紫羅蘭  #09 金燦銅,,彩妝品,"眼線,","好上色,色彩飽和,",2017/1/1,"容量:1.4ml:NT1100:RM0,","TW, MY",,N,"Lancome 黑天鵝超精準眼線筆(限量版),蘭蔻 黑天鵝超精準眼線筆(限量版),黑天鵝超精準眼線筆(限量版)",2017/2/19,,N,Y,,N,https://pic.pimg.tw/styleme/1489499534-3290599886.png,,,,,,
17341,專櫃,,2017 限量春妝系列-粉漾玫瑰,,黑天鵝超精準眼線筆(常賣版),,彎曲筆刷能旋轉至多35°，不論從任何角度都能順著眼型勾勒完美弧度，創造搶眼線條，雙眼立體有神。超彈力纖維刷毛搭配0.2mm 超細緻筆尖，能自由自在勾勒出不同的粗細線條從眼頭的細緻線條至眼線中段的飽滿，再延伸至眼尾上揚的完美弧線，一筆到位，大眼立現!  #01 濃黑,,彩妝品,"眼線,","好上色,色彩飽和,",2017/1/1,"容量:1.4ml:NT1100:RM0,","TW, MY",,N,"Lancome 黑天鵝超精準眼線筆(常賣版),蘭蔻 黑天鵝超精準眼線筆(常賣版),黑天鵝超精準眼線筆(常賣版)",2017/2/19,,N,Y,,N,https://pic.pimg.tw/styleme/1487472992-2661320757.png,,,,,,
17344,網路,BeautyMaker,唇妝系列,,水吻炫彩觸控唇膏,,全新夾心軟糖科技，獨創三層精華油質地，外層由澳洲堅果精華油及含有玻尿酸的水吻光膜組成，緊密包裹著中間內層的炫彩粒子，當一塗抹後，飽和顯色、水潤光澤的妝效立即於唇瓣上釋放，中間的炫彩粒子在雙唇上閃爍跳耀，如同夾心軟糖中的果汁瞬間流了出來，完整賦予唇部充分的水潤感及顯色妝效，並藉由光的折射角度給予唇峰立體光芒，使雙唇更飽滿豐潤，打造誘惑力十足的勾人美唇。,,彩妝品,"唇彩唇蜜,","好上色,色彩飽和,",2017/1/23,,"TW, MY",,N,"BeautyMaker 水吻炫彩觸控唇膏,水吻炫彩觸控唇膏",2017/2/19,,N,Y,20,N,https://pic.pimg.tw/styleme/1487506113-2116562627.png,,,,,,
17347,專櫃,Nina Ricci,,,閨蜜甜心女性淡香水,,"前調：納西梨、佛手柑
中調：牡丹花、沙巴茉莉原精
後調：波旁香草、麝香、雪松木",,香氛產品,"女性香氛,",,2017/1/1,"容量:80ml:NT3300:RM0,","TW, MY",,N,"Nina Ricci 閨蜜甜心女性淡香水,閨蜜甜心女性淡香水",2017/2/19,,N,Y,,N,https://pic.pimg.tw/styleme/1487506742-3520604493.jpg,,,,,,
17350,專櫃,Nina Ricci,,,蘋果甜心女性淡香水,,"前調：加勒比檸檬、巴西檸檬
中調：太妃糖蘋果、梔子花
後調：雪松、白麝香",,香氛產品,"女性香氛,",,2017/1/1,"容量:80ml:NT3300:RM0,","TW, MY",,N,"Nina Ricci蘋果甜心女性淡香水,蘋果甜心女性淡香水",2017/2/19,,N,Y,,N,https://pic.pimg.tw/styleme/1487506908-2471113380.jpg,,,,,,
